"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"benchmark.LookupBenchmark.handle","avgt",1,20,743.359587,50.209821,"ns/op"
"benchmark.LookupBenchmark.handlePreLookedUp","avgt",1,20,724.122683,46.529836,"ns/op"
"benchmark.LookupBenchmark.reflection","avgt",1,20,27.671412,4.249957,"ns/op"
